datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,severerisk
2019-03-14,1552496400,23.8,18.2,20.4,23.8,18.2,20.4,18.8,91.0,1.3,100.0,41.67,['rain'],0.0,0.0,43.2,18.7,27.3,1017.2,95.5,4.8,52.3,4.5,2.0,06:03:06,1552518186,18:01:47,1552561307,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-15,1552582800,17.9,14.8,16.6,17.9,14.8,16.6,14.1,85.5,2.3,100.0,37.5,['rain'],0.0,0.0,42.1,19.4,20.5,1020.8,92.1,10.0,40.1,3.6,1.0,06:02:12,1552604532,18:02:08,1552647728,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-16,1552669200,15.4,14.0,14.6,15.4,14.0,14.6,13.9,95.5,3.2,100.0,66.67,['rain'],0.0,0.0,27.0,11.2,24.1,1019.7,99.5,6.6,46.8,4.0,2.0,06:01:17,1552690877,18:02:30,1552734150,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-17,1552755600,15.8,14.2,14.9,15.8,14.2,14.9,14.4,97.2,3.999,100.0,12.5,['rain'],0.0,0.0,19.8,9.7,21.3,1018.1,100.0,3.9,46.4,3.8,2.0,06:00:22,1552777222,18:02:50,1552820570,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-18,1552842000,18.4,14.2,15.8,18.4,14.2,15.8,15.1,95.4,1.301,100.0,12.5,['rain'],0.0,0.0,22.0,11.2,17.0,1016.4,100.0,2.8,74.7,6.4,4.0,05:59:26,1552863566,18:03:11,1552906991,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-19,1552928400,23.5,15.9,19.7,23.5,15.9,19.7,18.4,92.6,0.4,100.0,8.33,['rain'],0.0,0.0,47.9,19.4,173.7,1012.3,90.4,7.6,113.4,9.7,4.0,05:58:31,1552949911,18:03:32,1552993412,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-20,1553014800,26.4,20.3,23.2,26.4,20.3,23.2,21.1,88.2,1.2,100.0,37.5,['rain'],0.0,0.0,48.2,21.2,192.7,1010.1,84.3,9.9,149.5,13.0,5.0,05:57:35,1553036255,18:03:52,1553079832,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-21,1553101200,29.2,22.0,24.8,32.0,22.0,25.4,21.9,84.4,0.1,100.0,4.17,['rain'],0.0,0.0,44.6,18.4,190.5,1008.5,61.1,12.5,193.1,16.9,7.0,05:56:39,1553122599,18:04:13,1553166253,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-22,1553187600,31.0,22.0,25.5,35.1,22.0,26.7,22.0,82.0,0.0,0.0,0.0,,0.0,0.0,38.5,12.2,187.7,1009.0,58.3,11.1,240.2,20.8,9.0,05:55:44,1553208944,18:04:33,1553252673,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']",obs,
2019-03-23,1553274000,23.4,14.9,17.2,23.4,14.9,17.2,14.2,82.8,1.997,100.0,4.17,['rain'],0.0,0.0,59.0,27.0,25.7,1016.7,97.8,10.0,72.4,6.4,3.0,05:54:48,1553295288,18:04:53,1553339093,0.57,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-24,1553360400,14.5,12.2,13.2,14.5,12.2,13.2,11.4,88.6,2.002,100.0,8.33,['rain'],0.0,0.0,43.6,17.6,20.7,1018.1,100.0,11.3,40.1,3.4,2.0,05:53:52,1553381632,18:05:13,1553425513,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-25,1553446800,16.6,11.9,14.3,16.6,11.9,14.3,12.7,90.2,0.1,100.0,4.17,['rain'],0.0,0.0,32.0,14.4,15.8,1017.9,99.5,11.1,70.2,6.3,2.0,05:52:56,1553467976,18:05:33,1553511933,0.64,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-26,1553533200,20.8,14.7,17.4,20.8,14.7,17.4,16.4,93.5,0.5,100.0,20.83,['rain'],0.0,0.0,20.9,8.6,202.3,1016.9,99.9,3.6,67.3,5.6,2.0,05:52:00,1553554320,18:05:52,1553598352,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-27,1553619600,24.0,18.9,21.5,24.0,18.9,21.5,19.7,89.7,1.0,100.0,29.17,['rain'],0.0,0.0,44.3,19.8,195.0,1014.6,99.2,9.0,132.4,11.5,5.0,05:51:04,1553640664,18:06:12,1553684772,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-28,1553706000,26.2,21.2,23.1,26.2,21.2,23.1,21.2,89.4,1.3,100.0,29.17,['rain'],0.0,0.0,38.5,16.2,194.8,1010.8,94.2,11.1,117.9,10.1,5.0,05:50:08,1553727008,18:06:32,1553771192,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-29,1553792400,27.2,20.1,22.4,28.6,20.1,22.5,20.6,89.9,3.994,100.0,4.17,['rain'],0.0,0.0,28.1,11.5,184.6,1009.5,76.6,11.3,148.7,12.8,6.0,05:49:12,1553813352,18:06:52,1553857612,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-30,1553878800,29.1,20.2,23.9,31.6,20.2,24.4,20.9,84.5,0.7,100.0,25.0,['rain'],0.0,0.0,36.7,16.2,170.1,1010.6,68.8,9.1,197.3,17.1,9.0,05:48:16,1553899696,18:07:11,1553944031,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-31,1553965200,29.5,21.5,24.7,34.0,21.5,25.4,22.3,86.7,9.7,100.0,41.67,['rain'],0.0,0.0,39.6,13.3,166.8,1012.7,89.3,9.3,179.9,15.6,8.0,05:47:20,1553986040,18:07:31,1554030451,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-01,1554051600,23.6,16.7,18.8,23.6,16.7,18.8,16.6,86.9,4.017,100.0,12.5,['rain'],0.0,0.0,45.0,19.4,25.5,1017.6,97.7,9.9,136.0,11.8,6.0,05:46:25,1554072385,18:07:51,1554116871,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-02,1554138000,22.9,16.2,19.6,22.9,16.2,19.6,18.1,91.5,0.1,100.0,4.17,['rain'],0.0,0.0,31.3,11.5,160.9,1015.4,96.3,7.1,95.9,8.4,3.0,05:45:30,1554158730,18:08:11,1554203291,0.9,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-03,1554224400,25.6,20.7,22.2,25.6,20.7,22.2,20.7,91.5,2.093,100.0,16.67,['rain'],0.0,0.0,28.8,10.8,138.6,1014.9,90.2,11.1,143.1,12.4,5.0,05:44:35,1554245075,18:08:30,1554289710,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-04,1554310800,25.1,18.4,20.4,25.1,18.4,20.4,19.1,92.8,36.942,100.0,12.5,['rain'],0.0,0.0,28.4,10.8,40.7,1015.2,91.3,9.8,82.1,7.2,3.0,05:43:40,1554331420,18:08:50,1554376130,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-05,1554397200,24.3,17.7,20.4,24.3,17.7,20.4,17.5,83.4,0.1,100.0,4.17,['rain'],0.0,0.0,31.3,13.7,28.0,1015.8,91.0,12.5,124.9,10.8,6.0,05:42:45,1554417765,18:09:10,1554462550,0.0,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-06,1554483600,26.2,19.5,22.8,26.2,19.5,22.8,20.3,86.3,0.7,100.0,20.83,['rain'],0.0,0.0,41.0,17.3,202.2,1012.7,80.9,9.3,180.3,15.6,7.0,05:41:51,1554504111,18:09:30,1554548970,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-07,1554570000,29.4,22.2,25.0,32.7,22.2,25.7,22.4,86.3,1.5,100.0,25.0,['rain'],0.0,0.0,33.5,13.7,195.7,1011.4,80.7,11.1,181.0,15.5,7.0,05:40:57,1554590457,18:09:50,1554635390,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-08,1554656400,28.3,22.2,24.9,31.8,22.2,25.5,22.5,87.1,10.985,100.0,4.17,['rain'],0.0,0.0,48.2,20.2,184.4,1009.0,80.4,11.9,162.4,13.9,6.0,05:40:03,1554676803,18:10:10,1554721810,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-09,1554742800,30.2,23.6,26.3,34.4,23.6,28.0,23.2,83.8,0.0,0.0,0.0,,0.0,0.0,48.2,20.2,191.1,1008.2,55.9,12.5,217.0,18.7,7.0,05:39:10,1554763150,18:10:31,1554808231,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']",obs,
2019-04-10,1554829200,30.3,23.9,26.5,35.8,23.9,28.3,23.6,84.5,0.0,0.0,0.0,,0.0,0.0,41.8,18.4,189.6,1008.4,57.1,12.5,253.8,21.9,10.0,05:38:17,1554849497,18:10:51,1554894651,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']",obs,
2019-04-11,1554915600,30.5,23.2,25.8,35.6,23.2,26.9,23.3,86.5,1.9,100.0,20.83,['rain'],0.0,0.0,38.2,15.8,176.7,1007.7,71.6,8.5,208.3,18.0,8.0,05:37:24,1554935844,18:11:12,1554981072,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-12,1555002000,28.6,20.2,23.7,32.7,20.2,24.1,21.2,86.5,0.9,100.0,8.33,['rain'],0.0,0.0,30.6,12.6,31.7,1009.6,85.7,10.5,149.1,13.0,6.0,05:36:32,1555022192,18:11:32,1555067492,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-13,1555088400,28.8,22.3,25.3,32.4,22.3,25.9,22.8,86.1,1.0,100.0,20.83,['rain'],0.0,0.0,41.4,15.8,167.7,1010.1,83.6,12.5,168.5,14.3,6.0,05:35:41,1555108541,18:11:53,1555153913,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-14,1555174800,30.1,23.1,25.9,34.8,23.1,26.9,23.0,84.4,1.997,100.0,4.17,['rain'],0.0,0.0,34.2,14.8,132.3,1011.3,83.8,12.5,146.7,12.6,6.0,05:34:49,1555194889,18:12:14,1555240334,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-15,1555261200,22.1,19.2,20.1,22.1,19.2,20.1,19.0,93.0,27.009,100.0,16.67,['rain'],0.0,0.0,37.4,15.8,22.5,1012.9,99.8,10.4,56.9,5.0,2.0,05:33:59,1555281239,18:12:35,1555326755,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-16,1555347600,21.7,18.7,20.2,21.7,18.7,20.2,18.3,89.1,3.997,100.0,12.5,['rain'],0.0,0.0,38.5,18.7,29.4,1012.9,97.5,10.3,71.3,6.2,3.0,05:33:08,1555367588,18:12:56,1555413176,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-17,1555434000,24.2,20.2,22.1,24.2,20.2,22.1,20.4,90.2,1.0,100.0,29.17,['rain'],0.0,0.0,30.2,10.8,167.1,1010.4,99.6,10.4,89.6,7.6,3.0,05:32:19,1555453939,18:13:18,1555499598,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-18,1555520400,30.3,23.7,26.2,35.5,23.7,27.8,23.8,87.2,0.7,100.0,20.83,['rain'],0.0,0.0,53.6,23.8,179.5,1004.8,68.1,12.5,183.8,15.8,7.0,05:31:30,1555540290,18:13:40,1555586020,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-19,1555606800,34.4,24.0,28.3,40.0,24.0,31.4,24.3,80.8,0.0,0.0,0.0,,0.0,0.0,34.9,15.1,189.4,1002.0,11.7,12.5,309.1,26.8,10.0,05:30:41,1555626641,18:14:01,1555672441,0.5,Clear,Clear conditions throughout the day.,clear-day,"['48830099999', 'remote', '59417099999']",obs,
2019-04-20,1555693200,34.7,24.9,28.7,40.1,24.9,31.8,24.2,78.1,0.0,0.0,0.0,,0.0,0.0,33.1,14.0,180.9,1001.2,7.6,12.5,308.6,26.6,10.0,05:29:53,1555712993,18:14:23,1555758863,0.52,Clear,Clear conditions throughout the day.,clear-day,"['48830099999', 'remote', '59417099999']",obs,
2019-04-21,1555779600,32.3,25.3,28.2,39.3,25.3,31.5,24.6,81.4,0.0,0.0,0.0,,0.0,0.0,31.7,12.6,172.4,1004.0,41.7,11.9,267.1,23.0,9.0,05:29:06,1555799346,18:14:46,1555845286,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']",obs,
2019-04-22,1555866000,34.6,24.6,28.2,39.8,24.6,30.4,23.2,76.2,0.2,100.0,8.33,['rain'],0.0,0.0,42.5,16.9,185.0,1005.4,42.5,12.5,210.1,18.2,8.0,05:28:19,1555885699,18:15:08,1555931708,0.59,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-23,1555952400,30.2,24.7,26.9,34.6,24.7,28.7,23.8,83.7,0.3,100.0,12.5,['rain'],0.0,0.0,44.3,19.4,177.8,1008.0,76.7,11.9,183.0,15.7,6.0,05:27:34,1555972054,18:15:31,1556018131,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-24,1556038800,32.2,23.4,27.5,37.9,23.4,29.7,23.5,80.1,0.599,100.0,4.17,['rain'],0.0,0.0,40.7,17.3,191.3,1007.4,45.3,12.5,256.6,22.3,9.0,05:26:48,1556058408,18:15:54,1556104554,0.65,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-25,1556125200,31.6,24.1,27.4,37.7,24.1,29.6,23.5,80.6,0.1,100.0,4.17,['rain'],0.0,0.0,37.8,15.8,187.3,1007.3,55.7,12.5,240.5,20.8,8.0,05:26:04,1556144764,18:16:17,1556190977,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-26,1556211600,31.1,23.7,26.7,35.7,23.7,28.5,22.9,80.2,1.3,100.0,12.5,['rain'],0.0,0.0,41.8,15.5,167.8,1008.0,75.0,12.5,210.7,18.1,6.0,05:25:20,1556231120,18:16:40,1556277400,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-27,1556298000,30.4,23.9,26.5,33.7,23.9,27.8,22.5,79.2,0.599,100.0,4.17,['rain'],0.0,0.0,48.6,22.0,184.8,1008.5,50.9,12.5,199.0,17.2,8.0,05:24:37,1556317477,18:17:04,1556363824,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-28,1556384400,27.2,21.9,25.1,30.2,21.9,25.3,22.6,86.3,3.994,100.0,4.17,['rain'],0.0,0.0,50.0,22.0,173.6,1009.5,85.1,11.1,141.7,12.2,5.0,05:23:55,1556403835,18:17:27,1556450247,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-29,1556470800,31.2,23.2,26.7,36.6,23.2,28.8,23.8,84.8,0.001,100.0,4.17,['rain'],0.0,0.0,43.6,17.6,184.8,1007.7,77.4,12.5,207.7,17.7,9.0,05:23:13,1556490193,18:17:51,1556536671,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-04-30,1556557200,26.7,21.2,23.3,26.7,21.2,23.3,21.1,88.0,1.997,100.0,4.17,['rain'],0.0,0.0,40.3,18.0,44.1,1008.5,95.4,11.8,82.3,7.0,3.0,05:22:33,1556576553,18:18:15,1556623095,0.85,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-01,1556643600,26.7,19.1,22.1,26.7,19.1,22.1,17.9,78.0,5.0,100.0,20.83,['rain'],0.0,0.0,33.1,14.0,37.6,1010.4,61.6,11.3,219.1,18.8,7.0,05:21:53,1556662913,18:18:40,1556709520,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-02,1556730000,27.9,20.0,22.9,28.7,20.0,23.0,18.6,77.6,0.6,100.0,25.0,['rain'],0.0,0.0,22.3,10.8,43.5,1011.0,86.1,12.5,89.3,7.7,3.0,05:21:14,1556749274,18:19:04,1556795944,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-03,1556816400,24.8,20.3,22.1,24.8,20.3,22.1,19.3,84.5,2.6,100.0,41.67,['rain'],0.0,0.0,23.0,10.8,34.0,1012.5,98.5,11.9,85.8,7.3,3.0,05:20:36,1556835636,18:19:29,1556882369,0.94,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-04,1556902800,23.0,20.1,21.3,23.0,20.1,21.3,20.7,96.2,3.995,100.0,12.5,['rain'],0.0,0.0,27.0,10.8,22.8,1010.2,100.0,5.5,63.3,5.5,3.0,05:19:59,1556921999,18:19:54,1556968794,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-05,1556989200,27.6,20.9,23.6,30.9,20.9,24.0,22.5,93.4,1.001,100.0,12.5,['rain'],0.0,0.0,31.0,10.1,33.7,1006.6,97.7,2.8,144.1,12.5,6.0,05:19:23,1557008363,18:20:19,1557055219,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-06,1557075600,23.5,22.2,22.8,23.5,22.2,22.8,21.6,93.2,0.82,100.0,16.67,['rain'],0.0,0.0,33.5,14.4,29.7,1006.5,99.2,5.6,78.0,6.7,3.0,05:18:47,1557094727,18:20:44,1557141644,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-07,1557162000,24.7,21.1,22.4,24.7,21.1,22.4,21.3,93.9,0.599,100.0,8.33,['rain'],0.0,0.0,26.6,12.6,39.0,1006.7,99.8,3.5,92.7,7.9,4.0,05:18:13,1557181093,18:21:10,1557228070,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-08,1557248400,22.6,19.7,20.9,22.6,19.7,20.9,19.5,91.9,16.989,100.0,12.5,['rain'],0.0,0.0,45.7,20.5,20.9,1007.6,100.0,11.3,54.4,4.7,3.0,05:17:39,1557267459,18:21:35,1557314495,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-09,1557334800,20.4,18.6,19.4,20.4,18.6,19.4,17.8,90.2,13.983,100.0,8.33,['rain'],0.0,0.0,33.5,14.8,21.2,1009.1,100.0,10.3,53.6,4.6,2.0,05:17:07,1557353827,18:22:01,1557400921,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-10,1557421200,24.1,19.2,21.6,24.1,19.2,21.6,18.7,83.8,0.4,100.0,12.5,['rain'],0.0,0.0,29.5,14.4,16.8,1010.5,99.9,11.3,111.0,9.6,4.0,05:16:35,1557440195,18:22:27,1557487347,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-11,1557507600,28.5,21.2,24.5,31.9,21.2,25.2,21.9,85.7,0.1,100.0,4.17,['rain'],0.0,0.0,23.0,8.6,217.4,1010.5,89.9,12.1,158.0,13.5,7.0,05:16:05,1557526565,18:22:53,1557573773,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-12,1557594000,30.4,22.5,26.1,35.4,22.5,27.6,23.1,84.0,1.1,100.0,20.83,['rain'],0.0,0.0,37.1,15.8,168.6,1009.0,75.1,12.5,224.0,19.5,9.0,05:15:36,1557612936,18:23:19,1557660199,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-13,1557680400,30.5,24.4,26.8,35.2,24.4,28.7,23.8,84.1,1.0,100.0,25.0,['rain'],0.0,0.0,35.3,15.1,177.9,1008.0,82.9,12.5,208.0,18.1,7.0,05:15:07,1557699307,18:23:45,1557746625,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-14,1557766800,29.3,24.1,26.3,35.5,24.1,27.6,24.0,87.6,9.995,100.0,8.33,['rain'],0.0,0.0,39.6,15.8,169.6,1007.0,86.0,11.9,196.5,16.9,7.0,05:14:40,1557785680,18:24:12,1557833052,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-15,1557853200,33.1,24.8,27.7,38.5,24.8,30.5,24.3,82.8,2.2,100.0,41.67,['rain'],0.0,0.0,37.4,17.6,186.5,1006.0,82.0,12.5,140.1,12.1,5.0,05:14:13,1557872053,18:24:38,1557919478,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-16,1557939600,33.4,25.2,28.9,39.9,25.2,32.9,24.5,77.7,0.4,100.0,12.5,['rain'],0.0,0.0,43.9,18.4,180.3,1004.2,57.4,12.5,263.8,22.9,9.0,05:13:48,1557958428,18:25:05,1558005905,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-17,1558026000,35.4,26.2,30.1,42.9,26.2,35.2,24.6,73.8,0.0,0.0,0.0,,0.0,0.0,33.1,14.4,185.3,1001.7,10.7,12.5,304.6,26.1,10.0,05:13:24,1558044804,18:25:31,1558092331,0.44,Clear,Clear conditions throughout the day.,clear-day,"['48830099999', 'remote', '59417099999']",obs,
2019-05-18,1558112400,35.6,26.9,30.7,43.8,30.0,36.5,24.6,71.0,0.0,0.0,0.0,,0.0,0.0,37.8,16.9,180.4,1000.5,2.1,12.5,315.1,27.2,10.0,05:13:01,1558131181,18:25:58,1558178758,0.48,Clear,Clear conditions throughout the day.,clear-day,"['48830099999', 'remote', '59417099999']",obs,
2019-05-19,1558198800,36.7,27.4,31.1,44.6,30.7,37.6,25.1,71.5,0.0,0.0,0.0,,0.0,0.0,36.4,15.8,167.7,1002.3,4.3,12.5,316.8,27.4,10.0,05:12:39,1558217559,18:26:25,1558265185,0.5,Clear,Clear conditions throughout the day.,clear-day,"['48830099999', 'remote', '59417099999']",obs,
2019-05-20,1558285200,30.6,23.4,26.9,37.9,23.4,29.4,24.0,84.3,0.028,100.0,4.17,['rain'],0.0,0.0,48.2,20.9,30.7,1007.5,77.3,12.5,115.3,9.8,4.0,05:12:18,1558303938,18:26:51,1558351611,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-05-21,1558371600,25.4,21.8,23.8,25.4,21.8,23.8,20.0,79.5,3.8,100.0,12.5,['rain'],0.0,0.0,44.6,18.4,22.3,1010.2,98.1,12.5,126.3,10.8,4.0,05:11:58,1558390318,18:27:18,1558438038,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"['48830099999', 'remote', '59417099999']",obs,
