datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source
2019-03-24,1553360400,25.3,19.0,21.4,25.3,19.0,21.4,19.3,88.3,7.7,100.0,50.0,['rain'],0.0,0.0,33.8,10.1,75.8,1014.8,75.0,,191.0,16.5,7.0,05:48:13,1553381293,17:57:14,1553425034,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-03-25,1553446800,26.1,17.3,21.1,26.1,17.3,21.1,17.1,79.3,0.0,0.0,0.0,,0.0,0.0,37.8,12.2,64.8,1015.7,39.6,,280.9,24.3,9.0,05:47:35,1553467655,17:57:16,1553511436,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-03-26,1553533200,25.5,17.0,20.9,25.5,17.0,20.9,16.5,77.1,0.0,0.0,0.0,,0.0,0.0,46.4,15.8,64.4,1017.0,16.8,,279.3,24.1,10.0,05:46:57,1553554017,17:57:18,1553597838,0.67,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-03-27,1553619600,27.4,16.9,21.7,27.7,16.9,21.7,17.0,76.9,0.3,100.0,12.5,['rain'],0.0,0.0,32.8,8.6,74.4,1016.6,51.9,,284.1,24.4,10.0,05:46:19,1553640379,17:57:20,1553684240,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-03-28,1553706000,26.5,17.7,22.3,26.5,17.7,22.3,17.7,76.9,0.8,100.0,29.17,['rain'],0.0,0.0,23.4,5.8,112.7,1014.9,85.5,,224.8,19.6,7.0,05:45:41,1553726741,17:57:21,1553770641,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-03-29,1553792400,26.3,19.7,22.1,26.3,19.7,22.1,19.0,83.3,9.1,100.0,41.67,['rain'],0.0,0.0,24.1,4.0,229.3,1013.5,91.4,,244.4,21.0,8.0,05:45:03,1553813103,17:57:23,1553857043,0.77,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-03-30,1553878800,25.4,18.9,21.1,25.4,18.9,21.1,19.3,89.9,25.5,100.0,66.67,['rain'],0.0,0.0,29.2,4.7,119.3,1014.2,97.8,,193.0,16.8,8.0,05:44:25,1553899465,17:57:25,1553943445,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-03-31,1553965200,24.6,19.0,21.4,24.6,19.0,21.4,18.9,86.2,3.8,100.0,29.17,['rain'],0.0,0.0,27.7,6.1,104.6,1015.8,94.2,,254.5,22.0,10.0,05:43:47,1553985827,17:57:27,1554029847,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-04-01,1554051600,25.9,18.2,21.4,25.9,18.2,21.4,18.0,82.2,0.5,100.0,16.67,['rain'],0.0,0.0,32.4,10.1,86.0,1016.3,72.9,,257.8,22.4,10.0,05:43:09,1554072189,17:57:29,1554116249,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-04-02,1554138000,25.8,15.9,20.6,25.8,15.9,20.6,16.0,76.3,13.0,100.0,33.33,['rain'],0.0,0.0,28.4,7.6,56.1,1015.9,48.6,,272.2,23.5,10.0,05:42:32,1554158552,17:57:31,1554202651,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-04-03,1554224400,25.6,17.9,21.5,25.6,17.9,21.5,17.8,80.7,1.9,100.0,37.5,['rain'],0.0,0.0,25.6,7.2,65.4,1015.8,74.9,,256.6,22.1,9.0,05:41:54,1554244914,17:57:33,1554289053,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-04-04,1554310800,25.8,18.6,21.5,25.8,18.6,21.5,18.0,81.9,3.2,100.0,37.5,['rain'],0.0,0.0,26.3,7.2,69.8,1015.8,76.2,,244.3,21.0,8.0,05:41:17,1554331277,17:57:35,1554375455,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-04-05,1554397200,25.6,17.9,21.4,25.6,17.9,21.4,17.8,80.9,6.6,100.0,37.5,['rain'],0.0,0.0,30.2,8.3,65.4,1015.7,96.5,,255.8,22.2,9.0,05:40:40,1554417640,17:57:38,1554461858,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-04-06,1554483600,27.0,17.6,21.7,26.9,17.6,21.7,15.6,72.0,0.0,0.0,0.0,,0.0,0.0,25.2,7.9,74.9,1015.2,77.4,,324.7,28.0,10.0,05:40:03,1554504003,17:57:40,1554548260,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-04-07,1554570000,27.7,17.3,22.3,27.9,17.3,22.3,16.5,71.9,0.2,100.0,4.17,['rain'],0.0,0.0,26.6,7.6,100.7,1014.9,52.3,,284.6,24.6,10.0,05:39:27,1554590367,17:57:43,1554634663,0.07,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,['remote'],obs
2019-04-08,1554656400,27.3,18.8,23.0,27.7,18.8,23.0,18.0,75.0,0.5,100.0,12.5,['rain'],0.0,0.0,25.9,6.1,87.3,1014.1,79.5,,252.3,21.8,9.0,05:38:51,1554676731,17:57:46,1554721066,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-04-09,1554742800,27.7,18.9,22.9,28.2,18.9,23.0,17.3,72.8,0.0,0.0,0.0,,0.0,0.0,29.9,8.6,107.0,1013.6,58.1,,290.2,25.0,10.0,05:38:15,1554763095,17:57:49,1554807469,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-04-10,1554829200,28.5,17.7,23.0,28.6,17.7,23.1,17.4,72.7,0.0,0.0,0.0,,0.0,0.0,27.0,8.3,101.3,1013.4,63.0,,298.4,25.5,10.0,05:37:39,1554849459,17:57:52,1554893872,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-04-11,1554915600,27.8,20.2,23.1,28.6,20.2,23.2,19.2,79.9,7.8,100.0,29.17,['rain'],0.0,0.0,27.0,5.4,148.4,1012.7,71.0,,249.9,21.4,10.0,05:37:04,1554935824,17:57:55,1554980275,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-04-12,1555002000,26.5,18.8,22.2,26.5,18.8,22.2,19.4,84.8,5.3,100.0,29.17,['rain'],0.0,0.0,23.8,7.2,150.0,1013.0,88.0,,234.8,20.0,9.0,05:36:29,1555022189,17:57:59,1555066679,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-04-13,1555088400,26.1,20.1,22.4,26.1,20.1,22.4,20.0,87.3,9.5,100.0,45.83,['rain'],0.0,0.0,29.5,7.6,158.8,1014.4,93.0,,226.5,19.6,9.0,05:35:54,1555108554,17:58:02,1555153082,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-04-14,1555174800,25.9,19.8,22.3,25.9,19.8,22.3,19.9,87.0,6.4,100.0,33.33,['rain'],0.0,0.0,27.0,7.2,161.5,1014.7,73.3,,242.6,20.9,9.0,05:35:20,1555194920,17:58:06,1555239486,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-04-15,1555261200,26.4,19.6,22.3,26.4,19.6,22.3,19.7,86.2,13.0,100.0,33.33,['rain'],0.0,0.0,28.8,5.0,140.8,1014.3,76.9,,247.2,21.3,9.0,05:34:46,1555281286,17:58:10,1555325890,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-04-16,1555347600,25.5,19.8,22.1,25.5,19.8,22.1,20.4,90.8,15.0,100.0,41.67,['rain'],0.0,0.0,26.3,5.4,102.1,1014.3,77.1,,224.1,19.4,8.0,05:34:13,1555367653,17:58:15,1555412295,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-04-17,1555434000,25.9,20.3,22.7,25.9,20.3,22.7,20.4,87.3,1.9,100.0,33.33,['rain'],0.0,0.0,27.0,5.8,135.8,1014.5,73.5,,244.5,21.0,9.0,05:33:40,1555454020,17:58:20,1555498700,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-04-18,1555520400,27.2,20.7,23.1,28.5,20.7,23.2,20.0,83.6,1.8,100.0,25.0,['rain'],0.0,0.0,23.4,4.7,157.4,1013.4,67.6,,248.9,21.5,9.0,05:33:07,1555540387,17:58:25,1555585105,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-04-19,1555606800,26.2,19.9,22.4,26.2,19.9,22.4,20.2,88.3,11.4,100.0,33.33,['rain'],0.0,0.0,26.6,7.9,239.7,1011.9,84.2,,238.4,20.7,8.0,05:32:36,1555626756,17:58:30,1555671510,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-04-20,1555693200,25.8,19.6,22.1,25.8,19.6,22.1,20.4,90.4,7.5,100.0,41.67,['rain'],0.0,0.0,25.9,6.1,226.1,1010.8,67.3,,256.2,22.1,9.0,05:32:04,1555713124,17:58:36,1555757916,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-04-21,1555779600,26.5,21.1,23.2,26.5,21.1,23.2,20.0,83.2,0.2,100.0,4.17,['rain'],0.0,0.0,27.4,7.9,159.5,1010.8,54.8,,288.7,24.8,10.0,05:31:33,1555799493,17:58:41,1555844321,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-04-22,1555866000,26.6,19.3,22.6,26.6,19.3,22.6,18.6,79.8,0.0,0.0,0.0,,0.0,0.0,29.2,9.4,126.0,1011.6,30.4,,297.7,25.8,10.0,05:31:03,1555885863,17:58:48,1555930728,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-04-23,1555952400,27.2,18.0,22.5,28.0,18.0,22.6,18.3,78.6,0.4,100.0,12.5,['rain'],0.0,0.0,30.6,8.6,83.7,1012.9,32.6,,287.9,24.7,10.0,05:30:33,1555972233,17:58:54,1556017134,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-04-24,1556038800,27.5,17.8,22.4,27.9,17.8,22.4,17.0,74.1,0.0,0.0,0.0,,0.0,0.0,29.5,10.1,70.5,1012.7,80.4,,322.0,27.8,10.0,05:30:04,1556058604,17:59:01,1556103541,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-04-25,1556125200,27.9,17.0,22.3,28.4,17.0,22.4,17.1,73.9,0.0,0.0,0.0,,0.0,0.0,25.6,8.3,62.4,1012.2,51.3,,313.9,27.0,10.0,05:29:35,1556144975,17:59:08,1556189948,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,['remote'],obs
2019-04-26,1556211600,27.8,17.7,22.9,28.2,17.7,22.9,17.9,76.2,0.0,0.0,0.0,,0.0,0.0,31.0,8.6,91.8,1012.1,40.6,,321.4,27.7,10.0,05:29:08,1556231348,17:59:16,1556276356,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,['remote'],obs
2019-04-27,1556298000,28.8,18.3,23.1,28.8,18.3,23.1,17.7,74.7,0.1,100.0,4.17,['rain'],0.0,0.0,29.5,9.0,99.6,1013.2,66.4,,301.8,26.2,10.0,05:28:40,1556317720,17:59:24,1556362764,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-04-28,1556384400,26.7,20.5,22.8,26.7,20.5,22.8,19.3,81.7,1.7,100.0,37.5,['rain'],0.0,0.0,23.0,5.8,98.2,1014.3,98.3,,224.8,19.4,8.0,05:28:14,1556404094,17:59:32,1556449172,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-04-29,1556470800,28.5,19.5,23.4,29.0,19.5,23.5,18.8,77.0,0.1,100.0,4.17,['rain'],0.0,0.0,23.0,5.4,83.8,1013.3,86.8,,265.9,23.0,10.0,05:27:47,1556490467,17:59:40,1556535580,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-04-30,1556557200,27.7,21.1,24.0,28.2,21.1,24.1,19.0,75.5,0.2,100.0,8.33,['rain'],0.0,0.0,20.2,4.7,205.5,1012.5,53.0,,268.6,23.2,9.0,05:27:22,1556576842,17:59:49,1556621989,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-05-01,1556643600,26.3,20.4,22.9,26.3,20.4,22.9,19.5,81.6,8.8,100.0,50.0,['rain'],0.0,0.0,21.6,5.0,282.3,1012.8,76.8,,242.5,20.8,8.0,05:26:58,1556663218,17:59:58,1556708398,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-05-02,1556730000,25.8,19.3,21.9,25.8,19.3,21.9,19.9,88.7,18.0,100.0,41.67,['rain'],0.0,0.0,24.8,5.0,195.9,1013.8,85.0,,233.8,20.1,10.0,05:26:34,1556749594,18:00:08,1556794808,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-05-03,1556816400,25.8,19.6,21.7,25.8,19.6,21.7,20.0,90.7,24.9,100.0,41.67,['rain'],0.0,0.0,24.1,4.3,231.8,1014.5,82.1,,233.9,20.1,8.0,05:26:10,1556835970,18:00:18,1556881218,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-05-04,1556902800,25.5,18.6,21.6,25.5,18.6,21.6,20.1,91.7,19.4,100.0,62.5,['rain'],0.0,0.0,25.2,5.4,216.1,1014.3,74.3,,221.8,19.2,8.0,05:25:48,1556922348,18:00:28,1556967628,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-05-05,1556989200,27.0,19.6,22.4,28.5,19.6,22.5,20.0,87.4,13.2,100.0,29.17,['rain'],0.0,0.0,24.5,7.2,258.7,1013.0,55.9,,273.1,23.7,9.0,05:25:26,1557008726,18:00:39,1557054039,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-05-06,1557075600,27.3,20.7,23.2,29.3,20.7,23.5,21.0,87.6,9.4,100.0,33.33,['rain'],0.0,0.0,34.9,10.1,253.3,1011.5,80.9,,268.3,23.3,10.0,05:25:05,1557095105,18:00:50,1557140450,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-05-07,1557162000,27.8,21.1,23.4,29.5,21.1,23.7,20.7,85.5,12.4,100.0,25.0,['rain'],0.0,0.0,26.6,9.0,254.8,1010.4,98.6,,260.3,22.5,10.0,05:24:45,1557181485,18:01:01,1557226861,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-05-08,1557248400,26.3,19.5,22.0,26.3,19.5,22.0,20.2,89.7,4.5,100.0,41.67,['rain'],0.0,0.0,30.2,9.7,242.1,1010.6,99.7,,213.2,18.6,8.0,05:24:25,1557267865,18:01:13,1557313273,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-05-09,1557334800,25.8,19.6,21.5,25.8,19.6,21.5,19.3,88.1,8.9,100.0,41.67,['rain'],0.0,0.0,35.3,7.6,259.0,1011.0,99.4,,223.2,19.3,9.0,05:24:07,1557354247,18:01:25,1557399685,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-05-10,1557421200,25.3,19.1,20.9,25.3,19.1,20.9,19.4,91.6,27.6,100.0,62.5,['rain'],0.0,0.0,29.5,7.9,268.5,1012.1,99.9,,153.7,13.1,6.0,05:23:49,1557440629,18:01:38,1557486098,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-05-11,1557507600,25.2,19.1,21.2,25.2,19.1,21.2,19.6,91.0,12.3,100.0,58.33,['rain'],0.0,0.0,24.5,5.8,268.3,1013.1,99.8,,126.4,10.9,6.0,05:23:32,1557527012,18:01:50,1557572510,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-05-12,1557594000,26.4,18.2,22.0,26.4,18.2,22.0,19.5,86.0,3.9,100.0,41.67,['rain'],0.0,0.0,32.4,8.6,231.4,1012.5,92.9,,235.0,20.4,9.0,05:23:15,1557613395,18:02:04,1557658924,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-05-13,1557680400,27.5,19.4,22.6,29.0,19.4,22.8,19.4,82.8,4.5,100.0,29.17,['rain'],0.0,0.0,36.0,12.6,236.2,1012.3,68.0,,253.5,21.9,9.0,05:23:00,1557699780,18:02:17,1557745337,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-05-14,1557766800,27.4,19.7,22.8,29.2,19.7,23.0,19.7,83.6,3.2,100.0,37.5,['rain'],0.0,0.0,33.8,10.4,217.4,1012.8,64.2,,244.5,21.1,8.0,05:22:45,1557786165,18:02:31,1557831751,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-05-15,1557853200,27.5,19.9,22.7,29.5,19.9,22.8,19.9,85.5,3.3,100.0,33.33,['rain'],0.0,0.0,30.6,9.0,222.4,1013.5,71.7,,251.1,21.6,8.0,05:22:31,1557872551,18:02:45,1557918165,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-05-16,1557939600,27.3,20.4,22.6,29.1,20.4,22.7,20.1,87.1,3.3,100.0,45.83,['rain'],0.0,0.0,28.4,8.6,236.8,1013.6,70.2,,236.5,20.5,8.0,05:22:18,1557958938,18:02:59,1558004579,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-05-17,1558026000,28.1,19.9,23.1,29.7,19.9,23.3,19.8,82.9,2.5,100.0,25.0,['rain'],0.0,0.0,31.0,9.4,261.9,1012.6,94.3,,275.2,24.0,10.0,05:22:06,1558045326,18:03:14,1558090994,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-05-18,1558112400,28.0,20.3,23.6,29.9,20.3,24.0,20.0,81.5,1.6,100.0,12.5,['rain'],0.0,0.0,32.8,10.4,250.4,1011.7,74.3,,280.6,24.3,10.0,05:21:55,1558131715,18:03:29,1558177409,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-05-19,1558198800,27.3,20.9,23.5,28.8,20.9,23.7,20.1,82.3,1.7,100.0,37.5,['rain'],0.0,0.0,27.0,9.7,257.6,1012.4,38.9,,280.2,24.2,9.0,05:21:44,1558218104,18:03:44,1558263824,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-05-20,1558285200,27.2,21.2,23.1,29.4,21.2,23.3,20.8,87.1,9.4,100.0,25.0,['rain'],0.0,0.0,22.3,6.8,262.8,1012.7,44.9,,259.6,22.6,9.0,05:21:35,1558304495,18:03:59,1558350239,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-05-21,1558371600,26.6,20.0,22.0,26.6,20.0,22.0,20.3,90.4,29.5,100.0,62.5,['rain'],0.0,0.0,24.5,7.2,272.9,1013.1,80.3,,224.3,19.4,9.0,05:21:26,1558390886,18:04:15,1558436655,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-05-22,1558458000,25.9,18.7,21.4,25.9,18.7,21.4,19.7,90.3,26.5,100.0,58.33,['rain'],0.0,0.0,24.8,5.0,272.6,1013.2,97.0,,224.5,19.4,9.0,05:21:18,1558477278,18:04:31,1558523071,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-05-23,1558544400,26.1,18.6,21.5,26.1,18.6,21.5,19.5,89.3,20.3,100.0,33.33,['rain'],0.0,0.0,25.6,4.7,260.5,1013.5,88.4,,237.1,20.5,9.0,05:21:11,1558563671,18:04:47,1558609487,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-05-24,1558630800,26.6,18.8,21.8,26.6,18.8,21.8,19.6,88.4,11.9,100.0,25.0,['rain'],0.0,0.0,23.8,5.4,268.4,1013.3,95.3,,241.3,20.8,9.0,05:21:05,1558650065,18:05:04,1558695904,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-05-25,1558717200,26.2,19.4,21.5,26.2,19.4,21.5,19.4,88.4,6.8,100.0,37.5,['rain'],0.0,0.0,24.8,7.6,248.8,1011.8,96.7,,220.0,19.1,8.0,05:20:59,1558736459,18:05:20,1558782320,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-05-26,1558803600,25.4,19.0,22.0,25.4,19.0,22.0,19.7,87.3,3.1,100.0,37.5,['rain'],0.0,0.0,37.8,11.9,252.7,1011.5,87.9,,212.0,18.3,7.0,05:20:54,1558822854,18:05:37,1558868737,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-05-27,1558890000,27.3,19.8,22.6,29.3,19.8,22.8,19.8,85.1,9.5,100.0,29.17,['rain'],0.0,0.0,38.2,11.5,247.9,1011.5,86.5,,262.8,22.8,9.0,05:20:50,1558909250,18:05:54,1558955154,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-05-28,1558976400,26.1,19.6,22.0,26.1,19.6,22.0,19.8,87.9,11.7,100.0,33.33,['rain'],0.0,0.0,27.0,7.2,241.7,1011.7,97.4,,224.5,19.3,9.0,05:20:47,1558995647,18:06:11,1559041571,0.8,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-05-29,1559062800,25.8,19.3,21.5,25.8,19.3,21.5,19.6,89.2,24.0,100.0,45.83,['rain'],0.0,0.0,26.3,4.7,252.1,1012.3,98.9,,212.4,18.2,8.0,05:20:45,1559082045,18:06:28,1559127988,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-05-30,1559149200,26.4,18.4,21.4,26.4,18.4,21.4,19.6,89.6,20.3,100.0,54.17,['rain'],0.0,0.0,28.8,5.0,185.7,1012.7,98.3,,228.3,19.9,9.0,05:20:44,1559168444,18:06:45,1559214405,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-05-31,1559235600,26.8,18.5,22.2,28.0,18.5,22.3,19.5,85.4,3.4,100.0,37.5,['rain'],0.0,0.0,25.9,5.8,128.5,1012.3,80.0,,263.5,22.7,9.0,05:20:43,1559254843,18:07:02,1559300822,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-06-01,1559322000,26.5,18.5,22.7,26.5,18.5,22.7,19.0,80.6,0.8,100.0,29.17,['rain'],0.0,0.0,23.4,5.0,124.9,1012.3,83.1,,271.7,23.4,9.0,05:20:43,1559341243,18:07:19,1559387239,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-06-02,1559408400,25.8,19.6,22.1,25.8,19.6,22.1,19.9,87.9,23.3,100.0,58.33,['rain'],0.0,0.0,22.7,4.0,237.0,1012.6,91.9,,218.9,18.9,8.0,05:20:44,1559427644,18:07:37,1559473657,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-06-03,1559494800,26.9,18.6,22.2,28.5,18.6,22.3,20.0,87.4,11.3,100.0,29.17,['rain'],0.0,0.0,26.3,6.1,38.1,1012.4,98.4,,235.2,20.3,9.0,05:20:46,1559514046,18:07:54,1559560074,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-06-04,1559581200,28.1,18.8,22.7,30.2,18.8,23.0,20.3,87.1,8.4,100.0,29.17,['rain'],0.0,0.0,29.5,7.6,103.7,1012.5,97.5,,225.4,19.5,8.0,05:20:48,1559600448,18:08:11,1559646491,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-06-05,1559667600,27.3,19.6,22.6,29.3,19.6,22.7,20.3,87.4,6.7,100.0,33.33,['rain'],0.0,0.0,33.5,9.0,94.0,1012.0,91.7,,236.1,20.4,9.0,05:20:51,1559686851,18:08:28,1559732908,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-06-06,1559754000,25.2,19.0,21.9,25.2,19.0,21.9,19.7,88.0,5.3,100.0,45.83,['rain'],0.0,0.0,32.8,9.0,130.1,1013.4,83.0,,187.2,16.2,6.0,05:20:55,1559773255,18:08:46,1559819326,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-06-07,1559840400,26.6,19.0,22.0,26.6,19.0,22.0,20.0,89.0,11.9,100.0,41.67,['rain'],0.0,0.0,32.8,7.9,180.3,1014.2,87.5,,225.1,19.4,9.0,05:21:00,1559859660,18:09:03,1559905743,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-06-08,1559926800,26.2,18.8,21.9,26.2,18.8,21.9,19.8,88.1,9.8,100.0,37.5,['rain'],0.0,0.0,24.8,7.6,251.2,1013.0,76.7,,260.8,22.6,9.0,05:21:05,1559946065,18:09:20,1559992160,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-06-09,1560013200,27.4,19.1,22.6,29.4,19.1,22.7,19.9,85.4,1.1,100.0,29.17,['rain'],0.0,0.0,34.9,13.7,258.6,1011.7,86.8,,239.6,20.6,8.0,05:21:11,1560032471,18:09:37,1560078577,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-06-10,1560099600,26.7,20.9,23.5,26.7,20.9,23.5,20.3,82.9,0.4,100.0,16.67,['rain'],0.0,0.0,40.7,14.0,280.9,1010.3,98.9,,228.8,19.8,7.0,05:21:18,1560118878,18:09:53,1560164993,0.25,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,['remote'],obs
2019-06-11,1560186000,26.7,20.9,23.3,26.7,20.9,23.3,20.9,86.8,6.7,100.0,29.17,['rain'],0.0,0.0,46.1,14.8,278.7,1011.3,89.5,,218.0,18.9,7.0,05:21:25,1560205285,18:10:10,1560251410,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
